Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,CoinName,Class
PINK,X11,PoW/PoS,436353624.490312,500000000.0,-0.38114238738399364,1.178703572757267,-0.4064136408664309,PinkCoin,3
CESC,Scrypt,PoW,780210700.0,1000000000.0,-0.15295628320813331,-1.1253493671197445,0.0030771126073423556,Crypto Escudo,0
ADC,Scrypt,PoW/PoS,980732528.97974,10500000000.0,-0.2515094285947771,0.9827738895944984,-0.42889952498230327,AudioCoin,3
NKA,SHA-256,PoW/PoS,17939725045.334,190000000.0,-0.0948044158671453,0.8163158946086914,-0.2902665839418793,IncaKoin,3
PIGGY,X11,PoW/PoS,494240666.028571,1000000000.0,-0.37688951317486724,1.1784935715090172,-0.4064867959025694,Piggy Coin,3
CRW,SHA-256,PoW,22986929.0854247,42000000.0,-0.14633361763469135,-1.3030470778498024,0.14592386327068557,Crown Coin,0
GEN,Scrypt,PoW/PoS,60000000.0,15000000.0,-0.33711128074122176,0.987291639959397,-0.42745251357860553,Genstake,3
SMLY,Scrypt,PoW,29583989322.9213,50000000000.0,0.5463676081330274,-1.136932737992726,-0.010960488054350077,SmileyCoin,0
MI,Scrypt,PoW/PoS,404316475.545465,400000000.0,-0.33017521552039936,0.9872465243170241,-0.4275978479086717,XiaoMiCoin,3
GRS,Groestl,PoW,73298203.8873662,105000000.0,-0.20299064286608562,-1.1342348001190825,0.10788857934875792,Groestlcoin,0
CPC,X11,PoW/PoS,201364327.427503,208000000.0,-0.38608350996722546,1.178747963186591,-0.4063111795498412,CapriCoin,3
CLUB,Scrypt,PoW/PoS,103621876.167052,160000000.0,-0.3355501634365357,0.9872411769375239,-0.4274816967375564, ClubCoin,3
RADS,PoS,PoS,3821245.74150193,9000000.0,-0.352664310344236,1.5530810760283327,-0.08899520053423866,Radium,3
BTA,Scrypt,PoW,5052555.91981545,5000000.0,-0.16948091881459137,-1.1251881574436207,0.0034186586090911267,Bata,0
PAK,Scrypt,PoW,69684455.4387001,182000000.0,-0.16743623471900249,-1.125245329661428,0.0033796549562549417,Pakcoin,0
CRB,X11,Proof of Trust,16901016.6609755,16504333.0,-0.37731717597338976,0.7760885762570526,-0.1931769683385463,Creditbit ,3
OK,SHA-256,PoW/PoS,74676064.9488608,105000000.0,-0.3136279262473185,0.809406805491237,-0.28495227382435095,OKCash,3
LSK,DPoS,DPoS,120012140.0,159918400.0,3.7248336345635353,1.7725320271935128,0.12603394853934002,Lisk,3
XHI,Scrypt,PoS,10000244677.7002,10008835635.0,-0.1008698620583152,0.8020052259006782,-0.1991346083406592,HiCoin,3
XWC,Scrypt,PoW/PoS,252005564.19257,300000000.0,-0.33274484343227495,0.9872337862225317,-0.42754142790299143,WhiteCoin,3
FSC,NeoScrypt,PoW/PoS,1120385.00502,60168145.0,-0.34015336733553436,0.5405838340011004,-0.2301808582815145,FriendshipCoin,3
J,Multiple,PoW,3332922.5,2800000.0,-0.1224791298846269,-1.8162754620433095,0.2614319842188474,JoinCoin,0
TRI,X13,PoW/PoS,140777.753365,120000.0,-0.275449844256476,1.7497603123438212,-0.47702726118268096,Triangles Coin,3
VOLLAR,Equihash+Scrypt,PoW,100000000.0,2100000000.0,-0.1259312598866602,-2.0851002769672005,0.2248364190376028,Vollar,0
EOS,DPoS,DPoS,1020544523.0722,0.0,3.7346995218602586,1.7729566568837372,0.125784447122442,EOS,3
RCC,Ethash,PoW,24487944.0958204,24487944.0,-0.16437293683958365,-1.9633027208249907,0.3293778875440298,Reality Clash,0
OXY,DPoS,DPoS,1122382283.37,0.0,3.735943465275996,1.7729962667154344,0.12575420771309495,Oxycoin,3
TCH,SHA-256,PoS,1000000000.0,1000000000.0,-0.25202839869067334,0.6248452925363766,-0.05293904917276924,TigerCash,3
WAVES,Leased POS,LPoS,100000000.0,100000000.0,-0.4146345504024865,3.7507979629952217,15.43392515575276,Waves,1
PART,PoS,PoS,9283137.5558676,8634140.0,-0.3526001881176471,1.5530833705699454,-0.08899678142095507,Particl,3
BTT,TRC10,DPoS,989988713439.649,990000000000.0,34.05768201206261,1.6697115317502413,-0.7101724191726235,BitTorrent,2
NXT,PoS,PoS/LPoS,1000000000.0,1000000000.0,-0.3407954227938899,1.6295088636138793,-0.10419493122984563,Nxt,3
ZEPH,SHA-256,DPoS,1999999995.3056,2000000000.0,2.470264690728182,0.7785598039186252,0.042864114145778114,ZEPHYR,3
GAP,Scrypt,PoW/PoS,14931046.1546605,250000000.0,-0.33599527610867597,0.987164827650943,-0.42746543506022683,Gapcoin,3
BDX,CryptoNight,PoW,980222595.0,1400222610.0,0.33044146304797906,-2.269265488637026,0.3204644053981917,Beldex,0
ZEN,Equihash,PoW,7296537.5,21000000.0,-0.1544991599735599,-2.1066597073285824,0.31848347194739907,Horizen,0
XBC,Scrypt,PoS,128326.99633965,1000000.0,-0.29399211114008056,0.80276964971076,-0.19504500120039547,BitcoinPlus,3
